"id","loyalty_status","purchase_frequency","purchase_amount","product_category"
52867,"Regular","rare",8249,"Home"
52868,"Regular","rare",13602,"Beauty"
52869,"Regular","occasional",14036,"Electronics"
52870,"Silver","rare",12037,"Books"
52871,"Silver","frequent",12257,"Food"
52872,"Silver","frequent",2323,"Books"
52873,"Regular","rare",8413,"Electronics"
52874,"Gold","occasional",12141,"Electronics"
52875,"Silver","frequent",12512,"Electronics"
52876,"Silver","occasional",3625,"Electronics"
52877,"Regular","rare",8898,"Clothing"
52878,"Regular","rare",6100,"Clothing"
52879,"Regular","frequent",15668,"Health"
52880,"Regular","frequent",4562,"Electronics"
52881,"Regular","frequent",12082,"Food"
52882,"Silver","rare",13163,"Clothing"
52883,"Regular","rare",17045,"Home"
52884,"Regular","occasional",17049,"Food"
52885,"Regular","rare",21400,"Clothing"
52886,"Regular","rare",12556,"Books"
52887,"Regular","frequent",14330,"Electronics"
52888,"Regular","occasional",8621,"Electronics"
52889,"Silver","rare",10993,"Books"
52890,"Silver","occasional",8289,"Clothing"
52891,"Regular","frequent",11869,"Electronics"
52892,"Regular","rare",10236,"Electronics"
52893,"Gold","occasional",13685,"Electronics"
52894,"Regular","rare",12164,"Clothing"
52895,"Regular","frequent",6114,"Food"
52896,"Gold","rare",5096,"Beauty"
52897,"Regular","frequent",7611,"Clothing"
52898,"Regular","rare",13700,"Beauty"
52899,"Gold","occasional",16106,"Clothing"
52900,"Regular","rare",6126,"Clothing"
52901,"Silver","occasional",8630,"Electronics"
52902,"Silver","rare",2286,"Beauty"
52903,"Silver","occasional",8478,"Health"
52904,"Regular","occasional",7905,"Clothing"
52905,"Regular","occasional",2516,"Clothing"
52906,"Regular","frequent",6846,"Clothing"
52907,"Gold","rare",2666,"Electronics"
52908,"Regular","rare",2002,"Food"
52909,"Silver","occasional",7230,"Clothing"
52910,"Gold","rare",8186,"Books"
52911,"Silver","occasional",12236,"Clothing"
52912,"Silver","frequent",12527,"Clothing"
52913,"Gold","frequent",3601,"Clothing"
52914,"Regular","rare",17429,"Food"
52915,"Regular","occasional",3492,"Home"
52916,"Regular","occasional",6403,"Electronics"
52917,"Regular","occasional",5778,"Health"
52918,"Regular","frequent",14991,"Clothing"
52919,"Silver","rare",16535,"Food"
52920,"Silver","frequent",3755,"Clothing"
52921,"Regular","occasional",11518,"Electronics"
52922,"Regular","rare",10969,"Electronics"
52923,"Silver","occasional",15972,"Electronics"
52924,"Regular","frequent",15283,"Books"
52925,"Regular","rare",10493,"Electronics"
52926,"Silver","rare",12296,"Clothing"
52927,"Regular","occasional",15752,"Electronics"
52928,"Regular","rare",12410,"Books"
52929,"Regular","rare",13433,"Electronics"
52930,"Regular","rare",18185,"Beauty"
52931,"Regular","rare",2187,"Books"
52932,"Regular","frequent",19187,"Home"
52933,"Silver","rare",2649,"Clothing"
52934,"Silver","occasional",2481,"Clothing"
52935,"Regular","occasional",13766,"Home"
52936,"Regular","occasional",6307,"Home"
52937,"Silver","occasional",18859,"Food"
52938,"Regular","rare",11615,"Clothing"
52939,"Regular","rare",14482,"Health"
52940,"Regular","occasional",4431,"Electronics"
52941,"Regular","frequent",16121,"Electronics"
52942,"Silver","occasional",7649,"Electronics"
52943,"Regular","rare",14722,"Books"
52944,"Silver","rare",17056,"Electronics"
52945,"Regular","occasional",2216,"Books"
52946,"Silver","frequent",3100,"Beauty"
52947,"Regular","rare",5821,"Health"
52948,"Silver","rare",2992,"Electronics"
52949,"Silver","frequent",11127,"Electronics"
52950,"Regular","frequent",6864,"Books"
52951,"Regular","rare",12007,"Books"
52952,"Regular","rare",12662,"Electronics"
52953,"Regular","frequent",11953,"Electronics"
52954,"Regular","frequent",8266,"Electronics"
52955,"Regular","rare",16864,"Clothing"
52956,"Regular","rare",5070,"Electronics"
52957,"Silver","occasional",1907,"Electronics"
52958,"Regular","occasional",15800,"Electronics"
52959,"Regular","rare",13963,"Electronics"
52960,"Silver","rare",6674,"Electronics"
52961,"Silver","rare",13158,"Clothing"
52962,"Silver","rare",3371,"Beauty"
52963,"Regular","frequent",14561,"Electronics"
52964,"Gold","frequent",4069,"Food"
52965,"Regular","rare",3072,"Food"
52966,"Regular","rare",12979,"Clothing"
52967,"Silver","occasional",7234,"Electronics"
52968,"Regular","rare",12488,"Home"
52969,"Regular","occasional",15799,"Electronics"
52970,"Silver","frequent",5636,"Food"
52971,"Regular","occasional",7537,"Food"
52972,"Regular","occasional",16027,"Clothing"
52973,"Silver","rare",12395,"Books"
52974,"Gold","rare",12179,"Books"
52975,"Regular","rare",18727,"Food"
52976,"Silver","occasional",12775,"Health"
52977,"Regular","rare",15888,"Health"
52978,"Gold","frequent",16970,"Home"
52979,"Gold","rare",7921,"Electronics"
52980,"Silver","occasional",13344,"Clothing"
52981,"Regular","occasional",3494,"Books"
52982,"Gold","occasional",3118,"Clothing"
52983,"Regular","rare",16843,"Books"
52984,"Regular","rare",9784,"Books"
52985,"Regular","rare",4277,"Food"
52986,"Regular","frequent",8479,"Beauty"
52987,"Regular","occasional",7268,"Food"
52988,"Silver","occasional",6592,"Books"
52989,"Silver","occasional",7567,"Clothing"
52990,"Regular","occasional",4282,"Electronics"
52991,"Silver","occasional",4200,"Electronics"
52992,"Regular","rare",3809,"Health"
52993,"Silver","rare",5065,"Electronics"
52994,"Regular","occasional",8231,"Food"
52995,"Regular","rare",10338,"Electronics"
52996,"Silver","occasional",3165,"Electronics"
52997,"Silver","rare",6380,"Clothing"
52998,"Regular","frequent",4840,"Electronics"
52999,"Silver","frequent",13213,"Clothing"
53000,"Regular","frequent",2901,"Food"
53001,"Gold","occasional",12863,"Clothing"
53002,"Gold","occasional",10026,"Electronics"
53003,"Silver","frequent",14075,"Clothing"
53004,"Gold","rare",4014,"Health"
53005,"Regular","occasional",13129,"Food"
53006,"Regular","occasional",16508,"Electronics"
53007,"Regular","rare",15659,"Electronics"
53008,"Regular","occasional",9593,"Books"
53009,"Regular","occasional",6450,"Health"
53010,"Silver","occasional",7291,"Clothing"
53011,"Regular","occasional",5332,"Electronics"
53012,"Regular","rare",10401,"Books"
53013,"Regular","occasional",11520,"Books"
53014,"Regular","occasional",12745,"Health"
53015,"Regular","rare",2224,"Electronics"
53016,"Regular","frequent",2772,"Clothing"
53017,"Silver","frequent",8252,"Books"
53018,"Regular","occasional",5453,"Electronics"
53019,"Regular","rare",8972,"Electronics"
53020,"Regular","occasional",19196,"Books"
53021,"Regular","frequent",9260,"Clothing"
53022,"Regular","rare",5622,"Clothing"
53023,"Regular","rare",8777,"Books"
53024,"Regular","rare",9597,"Food"
53025,"Regular","rare",15456,"Clothing"
53026,"Regular","rare",12814,"Electronics"
53027,"Regular","occasional",8628,"Electronics"
53028,"Gold","rare",13769,"Books"
53029,"Regular","rare",3201,"Home"
53030,"Gold","rare",4265,"Electronics"
53031,"Regular","rare",1758,"Clothing"
53032,"Regular","rare",16835,"Clothing"
53033,"Regular","rare",14875,"Books"
53034,"Silver","rare",7013,"Electronics"
53035,"Regular","occasional",3774,"Clothing"
53036,"Regular","frequent",5833,"Electronics"
53037,"Regular","rare",15706,"Clothing"
53038,"Silver","rare",11915,"Clothing"
53039,"Regular","rare",5428,"Clothing"
53040,"Regular","rare",12979,"Health"
53041,"Regular","occasional",8038,"Electronics"
53042,"Regular","rare",6557,"Clothing"
53043,"Gold","rare",6034,"Electronics"
53044,"Gold","frequent",13390,"Electronics"
53045,"Regular","rare",7087,"Clothing"
53046,"Regular","occasional",6223,"Clothing"
53047,"Regular","occasional",4528,"Clothing"
53048,"Silver","frequent",14956,"Clothing"
53049,"Regular","rare",14996,"Food"
53050,"Regular","rare",14193,"Beauty"
53051,"Silver","frequent",5471,"Electronics"
53052,"Silver","rare",11374,"Clothing"
53053,"Regular","rare",3039,"Electronics"
53054,"Regular","rare",6797,"Books"
53055,"Silver","rare",11967,"Clothing"
53056,"Regular","frequent",5908,"Food"
53057,"Regular","occasional",13602,"Books"
53058,"Silver","occasional",11272,"Beauty"
53059,"Regular","rare",16356,"Health"
53060,"Gold","occasional",7160,"Books"
53061,"Gold","occasional",6799,"Health"
53062,"Regular","rare",2552,"Beauty"
53063,"Regular","rare",5239,"Books"
53064,"Gold","rare",13061,"Food"
53065,"Regular","rare",11604,"Electronics"
53066,"Regular","rare",9677,"Electronics"
53067,"Regular","rare",1657,"Electronics"
53068,"Regular","rare",2132,"Books"
53069,"Regular","frequent",4001,"Electronics"
53070,"Regular","rare",8100,"Clothing"
53071,"Silver","frequent",19295,"Beauty"
53072,"Gold","rare",3257,"Electronics"
53073,"Regular","frequent",10563,"Clothing"
53074,"Silver","occasional",11926,"Electronics"
53075,"Silver","occasional",17135,"Electronics"
53076,"Gold","occasional",4697,"Clothing"
53077,"Regular","rare",4305,"Food"
53078,"Gold","rare",12942,"Electronics"
53079,"Regular","occasional",10879,"Home"
53080,"Gold","rare",8202,"Electronics"
53081,"Silver","frequent",2157,"Health"
53082,"Gold","occasional",16786,"Books"
53083,"Silver","occasional",9119,"Electronics"
53084,"Regular","occasional",12920,"Health"
53085,"Silver","rare",7349,"Home"
53086,"Regular","rare",20048,"Health"
53087,"Gold","rare",2080,"Food"
53088,"Regular","frequent",14729,"Health"
53089,"Silver","rare",13182,"Electronics"
53090,"Silver","frequent",5032,"Food"
53091,"Regular","rare",4196,"Clothing"
53092,"Regular","occasional",4847,"Electronics"
53093,"Regular","rare",10278,"Clothing"
53094,"Silver","rare",12004,"Clothing"
53095,"Silver","frequent",5095,"Clothing"
53096,"Regular","occasional",12843,"Food"
53097,"Silver","occasional",3674,"Clothing"
53098,"Regular","occasional",11299,"Food"
53099,"Regular","occasional",16081,"Electronics"
53100,"Regular","rare",7521,"Clothing"
53101,"Silver","rare",14504,"Beauty"
53102,"Regular","occasional",6783,"Clothing"
53103,"Silver","frequent",3545,"Books"
53104,"Silver","rare",13331,"Health"
53105,"Gold","occasional",20249,"Electronics"
53106,"Regular","occasional",8448,"Books"
53107,"Silver","rare",13724,"Health"
53108,"Gold","rare",5314,"Books"
53109,"Regular","frequent",18776,"Health"
53110,"Regular","frequent",7238,"Electronics"
53111,"Regular","rare",15858,"Electronics"
53112,"Silver","rare",6810,"Books"
53113,"Regular","rare",11909,"Electronics"
53114,"Gold","frequent",4387,"Electronics"
53115,"Regular","occasional",3734,"Clothing"
53116,"Silver","frequent",16406,"Electronics"
53117,"Gold","rare",20361,"Electronics"
53118,"Silver","occasional",7199,"Books"
53119,"Regular","rare",10167,"Health"
53120,"Silver","rare",5482,"Food"
53121,"Regular","rare",7480,"Food"
53122,"Regular","rare",20236,"Health"
53123,"Regular","rare",13341,"Books"
53124,"Regular","rare",9943,"Home"
53125,"Regular","rare",6388,"Books"
53126,"Silver","frequent",5699,"Books"
53127,"Silver","rare",10940,"Food"
53128,"Regular","occasional",6027,"Home"
53129,"Silver","rare",3592,"Home"
53130,"Regular","occasional",2454,"Health"
53131,"Silver","rare",6194,"Beauty"
53132,"Regular","frequent",12789,"Books"
53133,"Gold","frequent",10350,"Electronics"
53134,"Silver","frequent",11267,"Home"
53135,"Regular","rare",4545,"Books"
53136,"Regular","occasional",5854,"Books"
53137,"Regular","rare",16214,"Books"
53138,"Gold","rare",11011,"Clothing"
53139,"Regular","occasional",7428,"Food"
53140,"Silver","frequent",3220,"Health"
53141,"Silver","rare",11842,"Clothing"
53142,"Silver","rare",8244,"Electronics"
53143,"Silver","rare",7342,"Clothing"
53144,"Regular","rare",10768,"Electronics"
53145,"Silver","rare",4316,"Food"
53146,"Regular","rare",1685,"Food"
53147,"Gold","occasional",4113,"Electronics"
53148,"Regular","frequent",19161,"Clothing"
53149,"Gold","occasional",18262,"Clothing"
53150,"Regular","occasional",12401,"Books"
53151,"Silver","frequent",7838,"Home"
53152,"Silver","occasional",5693,"Electronics"
53153,"Silver","frequent",14529,"Food"
53154,"Silver","occasional",4865,"Clothing"
53155,"Regular","frequent",1939,"Food"
53156,"Regular","rare",8194,"Clothing"
53157,"Silver","rare",5725,"Books"
53158,"Regular","occasional",14786,"Electronics"
53159,"Regular","frequent",3511,"Books"
53160,"Regular","frequent",2867,"Electronics"
53161,"Silver","rare",7346,"Electronics"
53162,"Silver","rare",13128,"Clothing"
53163,"Gold","occasional",9989,"Electronics"
53164,"Regular","rare",18338,"Books"
53165,"Regular","frequent",8296,"Electronics"
53166,"Regular","rare",10094,"Clothing"
53167,"Regular","occasional",7666,"Electronics"
53168,"Silver","occasional",8867,"Food"
53169,"Regular","occasional",9827,"Electronics"
53170,"Gold","rare",10512,"Clothing"
53171,"Silver","occasional",3806,"Clothing"
53172,"Regular","rare",10189,"Electronics"
53173,"Regular","rare",3916,"Electronics"
53174,"Silver","rare",16393,"Health"
53175,"Gold","rare",9581,"Electronics"
53176,"Silver","rare",15735,"Books"
53177,"Regular","occasional",12396,"Electronics"
53178,"Regular","rare",19255,"Clothing"
53179,"Regular","rare",9528,"Electronics"
53180,"Regular","frequent",12669,"Health"
53181,"Regular","rare",15034,"Health"
53182,"Regular","rare",7652,"Electronics"
53183,"Regular","frequent",2201,"Clothing"
53184,"Silver","occasional",4375,"Home"
53185,"Silver","frequent",19580,"Electronics"
53186,"Regular","rare",4825,"Electronics"
53187,"Regular","rare",1566,"Books"
53188,"Silver","frequent",13691,"Health"
53189,"Silver","rare",3525,"Electronics"
53190,"Silver","rare",6008,"Clothing"
53191,"Regular","occasional",7377,"Electronics"
53192,"Regular","occasional",18953,"Electronics"
53193,"Regular","rare",14893,"Health"
53194,"Regular","frequent",8528,"Beauty"
53195,"Regular","rare",9010,"Food"
53196,"Regular","rare",12022,"Electronics"
53197,"Regular","rare",9311,"Food"
53198,"Silver","rare",10194,"Home"
53199,"Regular","frequent",13682,"Clothing"
53200,"Regular","occasional",19435,"Electronics"
53201,"Silver","rare",7454,"Food"
53202,"Silver","rare",8635,"Books"
53203,"Regular","frequent",2242,"Electronics"
53204,"Gold","rare",6518,"Clothing"
53205,"Gold","rare",16688,"Food"
53206,"Regular","frequent",7922,"Food"
53207,"Gold","occasional",10886,"Electronics"
53208,"Regular","frequent",8296,"Electronics"
53209,"Regular","rare",13227,"Food"
53210,"Silver","rare",10092,"Clothing"
53211,"Gold","rare",14296,"Health"
53212,"Regular","occasional",6498,"Books"
53213,"Regular","frequent",6227,"Food"
53214,"Regular","occasional",9509,"Home"
53215,"Silver","rare",8514,"Home"
53216,"Silver","frequent",9588,"Health"
53217,"Regular","frequent",13707,"Electronics"
53218,"Regular","rare",2960,"Books"
53219,"Silver","rare",9818,"Food"
53220,"Regular","occasional",9780,"Clothing"
53221,"Regular","frequent",9363,"Books"
53222,"Silver","rare",8805,"Electronics"
53223,"Regular","frequent",18678,"Books"
53224,"Silver","rare",5973,"Food"
53225,"Regular","rare",11368,"Electronics"
53226,"Regular","occasional",18711,"Health"
53227,"Regular","rare",13185,"Food"
53228,"Silver","rare",2843,"Clothing"
53229,"Silver","rare",15633,"Clothing"
53230,"Regular","rare",13277,"Food"
53231,"Silver","rare",7398,"Electronics"
53232,"Silver","rare",6766,"Beauty"
53233,"Regular","occasional",4933,"Food"
53234,"Silver","frequent",17970,"Clothing"
53235,"Regular","rare",14882,"Electronics"
53236,"Gold","rare",16989,"Clothing"
53237,"Silver","rare",10601,"Clothing"
53238,"Regular","rare",16520,"Electronics"
53239,"Regular","rare",10449,"Food"
53240,"Gold","rare",9259,"Electronics"
53241,"Silver","rare",2288,"Books"
53242,"Regular","rare",17302,"Health"
53243,"Regular","rare",2096,"Beauty"
53244,"Silver","frequent",10145,"Electronics"
53245,"Silver","occasional",11822,"Health"
53246,"Silver","rare",2265,"Electronics"
53247,"Regular","rare",8016,"Food"
53248,"Gold","frequent",12983,"Electronics"
53249,"Regular","occasional",6179,"Electronics"
53250,"Regular","occasional",8370,"Clothing"
53251,"Regular","rare",12301,"Clothing"
53252,"Regular","rare",2723,"Home"
53253,"Regular","occasional",4527,"Clothing"
53254,"Gold","occasional",7156,"Electronics"
53255,"Regular","rare",9615,"Home"
53256,"Silver","occasional",11682,"Books"
53257,"Regular","frequent",13948,"Food"
53258,"Silver","rare",2174,"Clothing"
53259,"Regular","frequent",6086,"Books"
53260,"Silver","rare",10584,"Food"
53261,"Silver","occasional",16414,"Electronics"
53262,"Gold","rare",11911,"Electronics"
53263,"Regular","rare",5532,"Electronics"
53264,"Silver","frequent",9820,"Food"
53265,"Regular","frequent",9901,"Food"
53266,"Silver","occasional",2364,"Home"
53267,"Silver","frequent",20209,"Electronics"
53268,"Silver","rare",8289,"Beauty"
53269,"Silver","rare",13470,"Electronics"
53270,"Gold","occasional",10878,"Electronics"
53271,"Regular","occasional",12043,"Electronics"
53272,"Regular","rare",4233,"Electronics"
53273,"Regular","occasional",2835,"Electronics"
53274,"Regular","occasional",3609,"Books"
53275,"Regular","rare",14415,"Beauty"
53276,"Regular","rare",10611,"Home"
53277,"Silver","frequent",7549,"Electronics"
53278,"Regular","frequent",8698,"Clothing"
53279,"Silver","rare",5235,"Electronics"
53280,"Regular","rare",15329,"Food"
53281,"Silver","rare",6398,"Food"
53282,"Regular","frequent",7643,"Electronics"
53283,"Silver","rare",10458,"Electronics"
53284,"Regular","rare",15453,"Food"
53285,"Regular","rare",8051,"Books"
53286,"Regular","occasional",13917,"Electronics"
53287,"Silver","occasional",14245,"Beauty"
53288,"Regular","occasional",15691,"Clothing"
53289,"Silver","frequent",2075,"Electronics"
53290,"Regular","occasional",17002,"Health"
53291,"Silver","occasional",10769,"Health"
53292,"Regular","rare",15639,"Electronics"
53293,"Regular","frequent",2394,"Food"
53294,"Regular","occasional",3252,"Electronics"
53295,"Silver","occasional",7207,"Clothing"
53296,"Regular","rare",5159,"Electronics"
53297,"Gold","rare",15118,"Health"
53298,"Regular","rare",4515,"Electronics"
53299,"Silver","occasional",14151,"Health"
53300,"Regular","rare",14254,"Food"
53301,"Regular","rare",12787,"Electronics"
53302,"Regular","rare",16947,"Electronics"
53303,"Silver","rare",22586,"Health"
53304,"Regular","rare",14620,"Electronics"
53305,"Regular","occasional",9414,"Beauty"
53306,"Regular","rare",18470,"Books"
53307,"Regular","rare",10067,"Electronics"
53308,"Regular","occasional",9119,"Clothing"
53309,"Regular","frequent",15560,"Beauty"
53310,"Regular","occasional",6396,"Food"
53311,"Regular","rare",3788,"Health"
53312,"Silver","frequent",6608,"Books"
53313,"Regular","frequent",17291,"Books"
53314,"Regular","occasional",16819,"Electronics"
53315,"Gold","occasional",12974,"Clothing"
53316,"Regular","occasional",2206,"Home"
53317,"Silver","occasional",15397,"Electronics"
53318,"Regular","occasional",4657,"Books"
53319,"Regular","frequent",10963,"Electronics"
53320,"Regular","rare",13499,"Clothing"
53321,"Regular","rare",2957,"Clothing"
53322,"Silver","rare",6316,"Food"
53323,"Silver","occasional",12292,"Health"
53324,"Silver","rare",4766,"Books"
53325,"Gold","frequent",5099,"Electronics"
53326,"Regular","frequent",8438,"Health"
53327,"Regular","rare",9891,"Electronics"
53328,"Regular","rare",15014,"Electronics"
53329,"Regular","rare",9624,"Beauty"
53330,"Silver","rare",7499,"Food"
53331,"Regular","rare",3034,"Electronics"
53332,"Gold","rare",20704,"Books"
53333,"Silver","rare",17918,"Books"
53334,"Regular","occasional",8433,"Home"
53335,"Regular","frequent",5391,"Electronics"
53336,"Gold","rare",7235,"Health"
53337,"Gold","occasional",14037,"Beauty"
53338,"Regular","occasional",4730,"Food"
53339,"Regular","occasional",10557,"Books"
53340,"Regular","rare",12836,"Electronics"
53341,"Regular","frequent",12680,"Clothing"
53342,"Regular","rare",2342,"Home"
53343,"Silver","occasional",7738,"Electronics"
53344,"Regular","rare",5949,"Books"
53345,"Regular","rare",8513,"Food"
53346,"Regular","frequent",10302,"Food"
53347,"Regular","rare",11394,"Electronics"
53348,"Silver","rare",5013,"Books"
53349,"Regular","rare",4919,"Clothing"
53350,"Gold","occasional",2319,"Books"
53351,"Regular","frequent",11917,"Electronics"
53352,"Regular","rare",13173,"Clothing"
53353,"Gold","rare",4011,"Clothing"
53354,"Regular","occasional",10590,"Health"
53355,"Regular","occasional",17247,"Food"
53356,"Silver","rare",4551,"Electronics"
53357,"Regular","rare",15548,"Clothing"
53358,"Regular","rare",17178,"Food"
53359,"Regular","occasional",10647,"Health"
53360,"Regular","occasional",6291,"Clothing"
53361,"Gold","occasional",7781,"Books"
53362,"Regular","rare",9988,"Books"
53363,"Regular","occasional",7594,"Food"
53364,"Gold","occasional",6216,"Electronics"
53365,"Silver","frequent",12751,"Books"
53366,"Regular","rare",14409,"Clothing"
53367,"Regular","occasional",10187,"Home"
53368,"Gold","rare",18430,"Health"
53369,"Regular","occasional",11089,"Clothing"
53370,"Regular","frequent",18919,"Electronics"
53371,"Gold","occasional",2329,"Electronics"
53372,"Regular","rare",9566,"Books"
53373,"Regular","occasional",4037,"Books"
53374,"Regular","frequent",4362,"Books"
53375,"Regular","rare",5678,"Electronics"
53376,"Gold","frequent",5389,"Electronics"
53377,"Silver","rare",11302,"Electronics"
53378,"Silver","frequent",3001,"Electronics"
53379,"Gold","rare",8979,"Beauty"
53380,"Silver","occasional",8659,"Health"
53381,"Regular","occasional",3553,"Food"
53382,"Regular","occasional",20318,"Health"
53383,"Gold","frequent",9574,"Electronics"
53384,"Regular","rare",13741,"Books"
53385,"Silver","frequent",14839,"Electronics"
53386,"Regular","occasional",7295,"Clothing"
53387,"Regular","occasional",8385,"Electronics"
53388,"Silver","occasional",13682,"Food"
53389,"Silver","occasional",14458,"Electronics"
53390,"Regular","rare",4171,"Electronics"
53391,"Regular","frequent",10426,"Electronics"
53392,"Regular","occasional",5318,"Clothing"
53393,"Regular","rare",3111,"Electronics"
53394,"Regular","frequent",11497,"Electronics"
53395,"Regular","occasional",16763,"Home"
53396,"Silver","rare",4394,"Electronics"
53397,"Regular","rare",13824,"Beauty"
53398,"Regular","rare",11355,"Health"
53399,"Regular","rare",6354,"Books"
53400,"Regular","occasional",15199,"Beauty"
53401,"Regular","rare",16389,"Books"
53402,"Regular","frequent",11429,"Health"
53403,"Silver","occasional",12980,"Electronics"
53404,"Silver","occasional",6626,"Home"
53405,"Regular","occasional",14767,"Electronics"
53406,"Gold","rare",3761,"Electronics"
53407,"Silver","frequent",9119,"Food"
53408,"Silver","rare",15234,"Clothing"
53409,"Regular","occasional",12093,"Electronics"
53410,"Silver","occasional",16687,"Books"
53411,"Silver","frequent",10001,"Electronics"
53412,"Regular","rare",3639,"Books"
53413,"Gold","frequent",13322,"Clothing"
53414,"Silver","rare",4548,"Electronics"
53415,"Silver","rare",8157,"Food"
53416,"Silver","rare",14757,"Clothing"
53417,"Regular","rare",7028,"Beauty"
53418,"Silver","rare",14269,"Health"
53419,"Regular","frequent",6732,"Beauty"
53420,"Regular","frequent",19707,"Clothing"
53421,"Gold","rare",2932,"Beauty"
53422,"Gold","rare",3431,"Clothing"
53423,"Silver","occasional",8138,"Clothing"
53424,"Regular","rare",20092,"Health"
53425,"Regular","occasional",4143,"Clothing"
53426,"Silver","frequent",3306,"Food"
53427,"Regular","rare",2944,"Food"
53428,"Silver","rare",10150,"Clothing"
53429,"Regular","rare",8098,"Electronics"
53430,"Silver","frequent",5772,"Books"
53431,"Regular","rare",6937,"Clothing"
53432,"Regular","occasional",15623,"Home"
53433,"Silver","rare",15271,"Clothing"
53434,"Regular","rare",6929,"Clothing"
53435,"Regular","rare",13794,"Electronics"
53436,"Silver","rare",11295,"Electronics"
53437,"Silver","frequent",1549,"Food"
53438,"Regular","rare",11469,"Beauty"
53439,"Gold","frequent",2954,"Home"
53440,"Silver","rare",15375,"Books"
53441,"Regular","occasional",10479,"Books"
53442,"Regular","frequent",10178,"Food"
53443,"Silver","occasional",7282,"Electronics"
53444,"Regular","rare",15917,"Clothing"
53445,"Regular","occasional",9849,"Electronics"
53446,"Regular","rare",9256,"Home"
53447,"Regular","occasional",8036,"Books"
53448,"Regular","rare",1796,"Clothing"
53449,"Regular","occasional",11693,"Books"
53450,"Silver","rare",10093,"Electronics"
53451,"Regular","occasional",2647,"Electronics"
53452,"Regular","frequent",3572,"Health"
53453,"Regular","frequent",10371,"Clothing"
53454,"Silver","occasional",12571,"Electronics"
53455,"Gold","frequent",8336,"Electronics"
53456,"Regular","occasional",8388,"Beauty"
53457,"Regular","rare",14496,"Clothing"
53458,"Regular","rare",20921,"Electronics"
53459,"Silver","rare",6702,"Health"
53460,"Regular","rare",7466,"Food"
53461,"Regular","frequent",11438,"Books"
53462,"Regular","rare",6304,"Health"
53463,"Regular","frequent",7233,"Home"
53464,"Silver","frequent",12254,"Electronics"
53465,"Regular","occasional",12788,"Food"
53466,"Regular","rare",4343,"Clothing"
53467,"Regular","rare",2720,"Books"
53468,"Gold","occasional",4035,"Books"
53469,"Silver","occasional",12264,"Books"
53470,"Regular","rare",15803,"Electronics"
53471,"Silver","occasional",14231,"Home"
53472,"Regular","occasional",8080,"Electronics"
53473,"Regular","rare",10684,"Food"
53474,"Silver","rare",12137,"Clothing"
53475,"Regular","occasional",11603,"Clothing"
53476,"Regular","occasional",15600,"Electronics"
53477,"Gold","occasional",9983,"Books"
53478,"Silver","rare",16996,"Clothing"
53479,"Regular","rare",7741,"Beauty"
53480,"Regular","frequent",5163,"Food"
53481,"Gold","rare",2849,"Electronics"
53482,"Regular","frequent",6541,"Electronics"
53483,"Regular","rare",8434,"Electronics"
53484,"Gold","frequent",3815,"Health"
53485,"Regular","rare",5984,"Health"
53486,"Regular","rare",9227,"Books"
53487,"Gold","rare",12290,"Electronics"
53488,"Regular","occasional",4861,"Electronics"
53489,"Regular","rare",7663,"Food"
53490,"Silver","rare",16183,"Electronics"
53491,"Regular","rare",13859,"Electronics"
53492,"Regular","frequent",10507,"Books"
53493,"Regular","occasional",1819,"Home"
53494,"Silver","occasional",11158,"Home"
53495,"Regular","rare",5477,"Electronics"
53496,"Regular","rare",11564,"Beauty"
53497,"Regular","rare",3658,"Clothing"
53498,"Gold","rare",3275,"Clothing"
53499,"Regular","occasional",13505,"Clothing"
53500,"Regular","occasional",10009,"Clothing"
53501,"Silver","occasional",17693,"Health"
53502,"Gold","occasional",10020,"Electronics"
53503,"Regular","occasional",2992,"Books"
53504,"Gold","rare",7900,"Food"
53505,"Regular","rare",9628,"Books"
53506,"Silver","occasional",10682,"Electronics"
53507,"Silver","occasional",6800,"Food"
53508,"Regular","rare",1952,"Beauty"
53509,"Regular","rare",17191,"Electronics"
53510,"Regular","rare",2925,"Electronics"
53511,"Regular","occasional",20639,"Clothing"
53512,"Regular","rare",8169,"Food"
53513,"Silver","rare",15369,"Electronics"
53514,"Regular","rare",2179,"Health"
53515,"Regular","frequent",4857,"Clothing"
53516,"Silver","rare",9668,"Beauty"
53517,"Regular","frequent",15215,"Electronics"
53518,"Silver","frequent",15217,"Health"
53519,"Regular","frequent",15059,"Clothing"
53520,"Regular","occasional",4545,"Health"
53521,"Regular","occasional",12572,"Health"
53522,"Silver","rare",2513,"Books"
53523,"Regular","occasional",10262,"Electronics"
53524,"Silver","occasional",12683,"Clothing"
53525,"Regular","rare",10504,"Electronics"
53526,"Regular","occasional",13991,"Clothing"
53527,"Gold","rare",9522,"Health"
53528,"Regular","rare",5025,"Clothing"
53529,"Regular","frequent",8042,"Books"
53530,"Regular","occasional",16067,"Clothing"
53531,"Regular","rare",7269,"Electronics"
53532,"Regular","frequent",10137,"Food"
53533,"Regular","rare",7690,"Books"
53534,"Regular","occasional",12631,"Electronics"
53535,"Regular","occasional",18075,"Electronics"
53536,"Silver","occasional",9223,"Clothing"
53537,"Regular","rare",18160,"Electronics"
53538,"Silver","frequent",14679,"Electronics"
53539,"Silver","occasional",16220,"Electronics"
53540,"Regular","occasional",1638,"Clothing"
53541,"Regular","rare",18173,"Clothing"
