"id","age","gender","education","region"
39533,25,"Male","Bachelor","West"
39534,33,"Male","HighSchool","West"
39535,23,"Female","College","East"
39536,29,"Male","College","South"
39537,38,"Male","Bachelor","East"
39538,31,"Female","HighSchool","East"
39539,27,"Female","HighSchool","West"
39540,28,"Female","College","East"
39541,27,"Female","College","West"
39542,35,"Male","Bachelor","North"
39543,30,"Male","College","South"
39544,29,"Male","College","East"
39545,39,"Male","Bachelor","West"
39546,26,"Male","Bachelor","East"
39547,31,"Female","College","North"
39548,26,"Male","Bachelor","South"
39549,31,"Female","College","East"
39550,31,"Male","Bachelor","East"
39551,29,"Female","College","West"
39552,36,"Female","Masters","West"
39553,28,"Female","College","East"
39554,26,"Female","HighSchool","North"
39555,32,"Female","College","North"
39556,31,"Female","Masters","South"
39557,36,"Male","College","South"
39558,37,"Male","Bachelor","West"
39559,32,"Male","Bachelor","North"
39560,36,"Male","College","West"
39561,31,"Female","Bachelor","West"
39562,27,"Male","College","East"
39563,26,"Female","College","South"
39564,26,"Male","HighSchool","West"
39565,20,"Female","College","South"
39566,33,"Male","College","East"
39567,29,"Male","College","South"
39568,26,"Male","College","East"
39569,24,"Female","College","East"
39570,26,"Female","HighSchool","East"
39571,24,"Male","College","South"
39572,31,"Female","College","West"
39573,36,"Female","College","South"
39574,28,"Female","College","East"
39575,34,"Male","HighSchool","North"
39576,39,"Male","College","East"
39577,31,"Female","College","East"
39578,29,"Female","Bachelor","East"
39579,23,"Female","Bachelor","East"
39580,33,"Female","College","West"
39581,32,"Male","Bachelor","North"
39582,36,"Female","Bachelor","South"
39583,23,"Male","Bachelor","West"
39584,29,"Male","College","East"
39585,36,"Female","College","West"
39586,24,"Female","HighSchool","East"
39587,25,"Male","Bachelor","North"
39588,25,"Female","Bachelor","South"
39589,32,"Male","HighSchool","East"
39590,23,"Male","College","East"
39591,29,"Male","Bachelor","North"
39592,32,"Male","Bachelor","South"
39593,23,"Female","HighSchool","North"
39594,29,"Female","College","East"
39595,27,"Male","Bachelor","West"
39596,28,"Female","Bachelor","East"
39597,28,"Male","Masters","West"
39598,39,"Female","College","South"
39599,28,"Male","Bachelor","East"
39600,38,"Male","Masters","East"
39601,32,"Female","Bachelor","North"
39602,33,"Female","College","East"
39603,33,"Female","HighSchool","West"
39604,27,"Female","Masters","West"
39605,37,"Female","HighSchool","South"
39606,28,"Male","Bachelor","East"
39607,30,"Female","College","West"
39608,35,"Male","College","South"
39609,21,"Female","College","West"
39610,28,"Female","Bachelor","South"
39611,28,"Female","Bachelor","West"
39612,30,"Female","Bachelor","South"
39613,25,"Male","Masters","West"
39614,33,"Male","Bachelor","West"
39615,28,"Male","College","West"
39616,33,"Male","Bachelor","West"
39617,28,"Male","Bachelor","West"
39618,27,"Male","HighSchool","East"
39619,29,"Female","College","East"
39620,33,"Male","Bachelor","East"
39621,35,"Male","College","North"
39622,27,"Male","College","East"
39623,24,"Female","Bachelor","South"
39624,34,"Female","HighSchool","West"
39625,27,"Female","College","East"
39626,32,"Male","College","West"
39627,32,"Female","College","East"
39628,36,"Male","Bachelor","North"
39629,28,"Male","Masters","East"
39630,31,"Female","Bachelor","North"
39631,29,"Male","College","North"
39632,29,"Female","Bachelor","North"
39633,27,"Male","Bachelor","West"
39634,31,"Male","Bachelor","East"
39635,34,"Male","HighSchool","West"
39636,36,"Male","Bachelor","West"
39637,21,"Female","Bachelor","East"
39638,30,"Male","Bachelor","East"
39639,28,"Female","College","East"
39640,28,"Female","HighSchool","East"
39641,39,"Male","Bachelor","East"
39642,25,"Female","College","East"
39643,34,"Male","Bachelor","South"
39644,24,"Female","HighSchool","East"
39645,32,"Female","HighSchool","West"
39646,21,"Male","College","West"
39647,29,"Female","College","East"
39648,33,"Female","Bachelor","South"
39649,31,"Male","Bachelor","South"
39650,26,"Male","College","East"
39651,22,"Male","College","West"
39652,26,"Male","HighSchool","East"
39653,29,"Male","College","West"
39654,32,"Female","College","East"
39655,33,"Male","College","North"
39656,35,"Female","Bachelor","West"
39657,26,"Female","Bachelor","West"
39658,34,"Male","College","West"
39659,28,"Male","Bachelor","North"
39660,28,"Female","College","North"
39661,30,"Male","Bachelor","West"
39662,22,"Female","College","South"
39663,33,"Female","Bachelor","South"
39664,39,"Female","College","North"
39665,24,"Male","Bachelor","South"
39666,24,"Female","College","South"
39667,35,"Male","HighSchool","South"
39668,31,"Male","Bachelor","West"
39669,26,"Male","College","East"
39670,40,"Male","Bachelor","West"
39671,26,"Female","HighSchool","North"
39672,37,"Male","Bachelor","East"
39673,29,"Male","College","North"
39674,33,"Male","Masters","East"
39675,32,"Female","Masters","West"
39676,26,"Female","College","East"
39677,26,"Female","HighSchool","West"
39678,20,"Male","Bachelor","West"
39679,32,"Female","College","East"
39680,26,"Male","College","South"
39681,28,"Female","Masters","West"
39682,21,"Male","Bachelor","North"
39683,29,"Male","College","East"
39684,32,"Male","HighSchool","North"
39685,25,"Male","HighSchool","North"
39686,30,"Female","Bachelor","East"
39687,31,"Female","College","North"
39688,31,"Female","Bachelor","West"
39689,35,"Male","Bachelor","North"
39690,27,"Female","Masters","West"
39691,28,"Female","HighSchool","South"
39692,30,"Female","College","South"
39693,32,"Female","College","West"
39694,32,"Female","College","West"
39695,35,"Male","College","South"
39696,29,"Female","College","North"
39697,26,"Female","College","South"
39698,35,"Male","Bachelor","South"
39699,28,"Female","HighSchool","North"
39700,33,"Male","HighSchool","West"
39701,29,"Female","College","North"
39702,28,"Female","Masters","South"
39703,41,"Female","College","East"
39704,29,"Female","College","West"
39705,21,"Female","Bachelor","East"
39706,39,"Female","College","West"
39707,25,"Male","Bachelor","West"
39708,26,"Female","Bachelor","East"
39709,21,"Male","HighSchool","North"
39710,26,"Male","HighSchool","East"
39711,33,"Female","Bachelor","South"
39712,30,"Female","HighSchool","West"
39713,37,"Female","HighSchool","West"
39714,32,"Male","College","West"
39715,21,"Male","Bachelor","East"
39716,26,"Male","Bachelor","South"
39717,34,"Female","Bachelor","East"
39718,36,"Male","Bachelor","East"
39719,34,"Male","Masters","West"
39720,29,"Male","College","North"
39721,28,"Female","HighSchool","West"
39722,37,"Female","HighSchool","South"
39723,29,"Female","Bachelor","West"
39724,29,"Male","HighSchool","East"
39725,39,"Female","Bachelor","East"
39726,24,"Male","HighSchool","East"
39727,35,"Female","College","West"
39728,31,"Male","Bachelor","South"
39729,31,"Female","College","East"
39730,24,"Female","College","West"
39731,28,"Female","HighSchool","East"
39732,34,"Female","College","North"
39733,32,"Male","College","East"
39734,35,"Male","Bachelor","East"
39735,33,"Male","College","North"
39736,36,"Female","HighSchool","West"
39737,27,"Female","Masters","West"
39738,23,"Female","HighSchool","East"
39739,34,"Male","Bachelor","East"
39740,33,"Female","College","East"
39741,25,"Male","College","South"
39742,29,"Female","Bachelor","West"
39743,23,"Female","College","West"
39744,35,"Female","HighSchool","South"
39745,32,"Female","College","West"
39746,29,"Male","HighSchool","North"
39747,28,"Female","HighSchool","West"
39748,34,"Male","College","East"
39749,31,"Male","College","West"
39750,29,"Male","Bachelor","East"
39751,34,"Female","College","East"
39752,34,"Male","College","South"
39753,29,"Female","College","East"
39754,28,"Male","College","East"
39755,32,"Female","Bachelor","North"
39756,23,"Male","College","West"
39757,39,"Female","Bachelor","South"
39758,37,"Female","College","South"
39759,26,"Male","Bachelor","West"
39760,30,"Female","College","East"
39761,20,"Male","College","South"
39762,26,"Male","HighSchool","West"
39763,26,"Male","Bachelor","North"
39764,36,"Male","Bachelor","West"
39765,32,"Male","HighSchool","East"
39766,21,"Male","College","North"
39767,30,"Female","Bachelor","West"
39768,28,"Female","College","North"
39769,37,"Female","HighSchool","South"
39770,34,"Female","College","North"
39771,27,"Female","College","West"
39772,30,"Male","HighSchool","North"
39773,28,"Female","College","West"
39774,29,"Female","College","South"
39775,28,"Male","College","South"
39776,31,"Female","College","East"
39777,28,"Male","College","West"
39778,34,"Female","College","West"
39779,36,"Male","College","West"
39780,38,"Male","College","South"
39781,20,"Female","College","West"
39782,36,"Male","College","South"
39783,36,"Male","HighSchool","North"
39784,33,"Male","College","East"
39785,29,"Female","College","East"
39786,19,"Female","Bachelor","East"
39787,28,"Female","Masters","East"
39788,28,"Female","HighSchool","South"
39789,35,"Female","HighSchool","South"
39790,33,"Female","College","West"
39791,20,"Male","HighSchool","West"
39792,40,"Female","Masters","South"
39793,32,"Male","College","South"
39794,29,"Female","Bachelor","West"
39795,33,"Female","Bachelor","West"
39796,37,"Male","HighSchool","North"
39797,32,"Male","Bachelor","North"
39798,42,"Female","College","West"
39799,23,"Female","College","North"
39800,26,"Male","HighSchool","East"
39801,28,"Female","Bachelor","North"
39802,33,"Female","College","East"
39803,31,"Female","Bachelor","West"
39804,34,"Female","HighSchool","West"
39805,20,"Male","Masters","West"
39806,23,"Female","College","North"
39807,26,"Female","Masters","North"
39808,30,"Female","College","West"
39809,36,"Male","HighSchool","East"
39810,34,"Male","Masters","North"
39811,32,"Male","HighSchool","West"
39812,30,"Female","College","East"
39813,30,"Female","Masters","South"
39814,27,"Male","HighSchool","East"
39815,22,"Female","Masters","North"
39816,21,"Female","HighSchool","South"
39817,20,"Female","HighSchool","South"
39818,29,"Female","HighSchool","East"
39819,35,"Female","Bachelor","North"
39820,22,"Male","HighSchool","West"
39821,23,"Female","College","West"
39822,19,"Female","College","West"
39823,23,"Male","College","North"
39824,35,"Female","College","East"
39825,30,"Female","Bachelor","South"
39826,28,"Female","HighSchool","East"
39827,36,"Male","HighSchool","South"
39828,42,"Male","Bachelor","East"
39829,33,"Female","College","West"
39830,31,"Female","Masters","East"
39831,22,"Female","HighSchool","West"
39832,29,"Male","College","North"
39833,18,"Female","Masters","South"
39834,32,"Female","HighSchool","North"
39835,30,"Male","HighSchool","East"
39836,25,"Female","College","West"
39837,24,"Female","HighSchool","West"
39838,29,"Male","Bachelor","West"
39839,30,"Female","HighSchool","North"
39840,24,"Female","College","West"
39841,31,"Female","Bachelor","East"
39842,27,"Female","Masters","North"
39843,28,"Male","HighSchool","West"
39844,32,"Male","Bachelor","West"
39845,34,"Female","Bachelor","West"
39846,34,"Female","Bachelor","South"
39847,29,"Male","HighSchool","East"
39848,27,"Female","Bachelor","North"
39849,21,"Female","College","North"
39850,37,"Female","College","North"
39851,34,"Female","Bachelor","East"
39852,25,"Female","College","East"
39853,27,"Female","Bachelor","East"
39854,32,"Female","Bachelor","North"
39855,25,"Female","College","East"
39856,28,"Female","College","North"
39857,30,"Male","Bachelor","East"
39858,33,"Female","Bachelor","East"
39859,35,"Female","Bachelor","West"
39860,36,"Male","College","South"
39861,22,"Female","College","West"
39862,27,"Male","College","East"
39863,29,"Male","College","North"
39864,30,"Female","Bachelor","West"
39865,35,"Female","College","North"
39866,26,"Male","College","West"
39867,42,"Female","College","West"
39868,33,"Male","College","South"
39869,39,"Male","College","West"
39870,31,"Male","HighSchool","South"
39871,25,"Male","Bachelor","South"
39872,30,"Male","College","North"
39873,30,"Female","Bachelor","East"
39874,34,"Male","HighSchool","East"
39875,29,"Female","HighSchool","North"
39876,30,"Female","College","East"
39877,33,"Male","Bachelor","North"
39878,32,"Female","College","North"
39879,37,"Female","College","West"
39880,33,"Male","Bachelor","South"
39881,29,"Female","HighSchool","East"
39882,35,"Male","College","East"
39883,31,"Male","HighSchool","South"
39884,32,"Male","Bachelor","South"
39885,29,"Male","HighSchool","South"
39886,22,"Male","Bachelor","West"
39887,41,"Female","HighSchool","North"
39888,27,"Male","Bachelor","East"
39889,31,"Male","College","East"
39890,41,"Male","College","East"
39891,38,"Female","Masters","East"
39892,37,"Male","Bachelor","East"
39893,34,"Male","College","South"
39894,33,"Female","Bachelor","North"
39895,19,"Male","Bachelor","East"
39896,27,"Male","Bachelor","West"
39897,33,"Male","Masters","North"
39898,37,"Male","Bachelor","South"
39899,27,"Male","College","North"
39900,27,"Female","Bachelor","South"
39901,35,"Male","Bachelor","West"
39902,36,"Male","College","West"
39903,37,"Male","College","North"
39904,28,"Male","College","East"
39905,31,"Female","College","East"
39906,35,"Male","College","East"
39907,31,"Male","College","North"
39908,25,"Female","Bachelor","East"
39909,28,"Female","College","West"
39910,26,"Male","College","East"
39911,40,"Female","Bachelor","West"
39912,32,"Male","Bachelor","East"
39913,27,"Female","HighSchool","South"
39914,35,"Female","College","West"
39915,21,"Male","College","North"
39916,28,"Female","Bachelor","South"
39917,28,"Female","Bachelor","West"
39918,30,"Male","College","West"
39919,26,"Female","College","East"
39920,31,"Female","College","North"
39921,23,"Male","HighSchool","North"
39922,28,"Male","College","West"
39923,31,"Female","Bachelor","East"
39924,28,"Male","College","West"
39925,35,"Female","Masters","West"
39926,35,"Male","College","East"
39927,36,"Male","Bachelor","West"
39928,27,"Male","HighSchool","West"
39929,34,"Male","HighSchool","North"
39930,29,"Male","College","East"
39931,25,"Female","College","West"
39932,25,"Female","Masters","East"
39933,31,"Male","Bachelor","West"
39934,30,"Female","HighSchool","East"
39935,27,"Female","HighSchool","South"
39936,32,"Male","Masters","North"
39937,21,"Female","HighSchool","North"
39938,29,"Female","College","South"
39939,34,"Male","Bachelor","North"
39940,29,"Female","HighSchool","West"
39941,27,"Male","HighSchool","East"
39942,23,"Male","College","East"
39943,28,"Male","HighSchool","North"
39944,29,"Male","College","East"
39945,22,"Female","HighSchool","North"
39946,39,"Female","HighSchool","East"
39947,26,"Female","Bachelor","North"
39948,25,"Female","Bachelor","East"
39949,31,"Female","HighSchool","South"
39950,20,"Male","College","North"
39951,29,"Male","HighSchool","East"
39952,34,"Male","Bachelor","East"
39953,31,"Male","Bachelor","West"
39954,27,"Female","Bachelor","North"
39955,25,"Male","Bachelor","East"
39956,30,"Male","College","West"
39957,31,"Female","College","South"
39958,35,"Female","College","East"
39959,35,"Female","HighSchool","South"
39960,34,"Female","College","North"
39961,35,"Male","College","West"
39962,36,"Male","Bachelor","North"
39963,30,"Female","HighSchool","West"
39964,40,"Female","College","North"
39965,38,"Female","Bachelor","East"
39966,35,"Female","College","South"
39967,18,"Female","Bachelor","South"
39968,28,"Male","Masters","North"
39969,32,"Female","Bachelor","West"
39970,28,"Female","HighSchool","West"
39971,31,"Female","Bachelor","West"
39972,31,"Male","College","West"
39973,31,"Female","Bachelor","North"
39974,29,"Female","HighSchool","North"
39975,21,"Male","HighSchool","West"
39976,29,"Male","College","East"
39977,32,"Male","HighSchool","East"
39978,29,"Male","Bachelor","East"
39979,27,"Male","HighSchool","South"
39980,28,"Female","College","East"
39981,29,"Female","HighSchool","North"
39982,25,"Male","College","East"
39983,38,"Male","Bachelor","South"
39984,32,"Female","Masters","West"
39985,33,"Male","HighSchool","North"
39986,31,"Male","College","West"
39987,32,"Male","Bachelor","West"
39988,30,"Male","HighSchool","East"
39989,31,"Female","HighSchool","West"
39990,32,"Male","Bachelor","South"
39991,27,"Male","Masters","West"
39992,31,"Female","Masters","East"
39993,29,"Male","College","West"
39994,25,"Female","Bachelor","West"
39995,29,"Male","Bachelor","West"
39996,40,"Female","College","South"
39997,31,"Female","HighSchool","East"
39998,33,"Female","College","North"
39999,27,"Female","College","East"
40000,29,"Male","HighSchool","South"
40001,32,"Female","Bachelor","South"
40002,33,"Male","Bachelor","West"
40003,28,"Female","Bachelor","East"
40004,30,"Male","HighSchool","South"
40005,36,"Female","College","North"
40006,29,"Male","Bachelor","West"
40007,36,"Male","College","West"
40008,37,"Female","Bachelor","North"
40009,29,"Female","Bachelor","North"
40010,24,"Female","Bachelor","West"
40011,30,"Female","Bachelor","North"
40012,27,"Male","College","South"
40013,24,"Male","College","West"
40014,35,"Male","HighSchool","West"
40015,33,"Female","Bachelor","West"
40016,33,"Male","College","North"
40017,27,"Female","Bachelor","West"
40018,40,"Male","Bachelor","South"
40019,26,"Male","Masters","East"
40020,31,"Female","Bachelor","South"
40021,32,"Female","College","South"
40022,30,"Male","HighSchool","East"
40023,36,"Male","Bachelor","South"
40024,30,"Male","College","North"
40025,28,"Female","College","East"
40026,32,"Female","College","North"
40027,26,"Female","Bachelor","East"
40028,31,"Female","Bachelor","West"
40029,26,"Female","Bachelor","South"
40030,34,"Male","HighSchool","South"
40031,31,"Female","College","South"
40032,26,"Male","Bachelor","South"
40033,31,"Male","Bachelor","West"
40034,25,"Female","Bachelor","North"
40035,35,"Male","Bachelor","West"
40036,28,"Male","Bachelor","East"
40037,30,"Female","Masters","East"
40038,35,"Male","College","West"
40039,34,"Female","College","West"
40040,38,"Male","HighSchool","East"
40041,24,"Female","College","North"
40042,28,"Female","HighSchool","West"
40043,31,"Female","College","West"
40044,32,"Female","Masters","South"
40045,32,"Female","Bachelor","West"
40046,31,"Male","Bachelor","East"
40047,30,"Female","College","East"
40048,31,"Female","College","East"
40049,41,"Female","Bachelor","East"
40050,26,"Female","College","East"
40051,28,"Female","College","North"
40052,26,"Male","College","East"
40053,28,"Male","Bachelor","East"
40054,37,"Male","Bachelor","West"
40055,21,"Male","HighSchool","West"
40056,25,"Male","HighSchool","South"
40057,32,"Male","College","South"
40058,32,"Female","College","West"
40059,31,"Male","HighSchool","South"
40060,39,"Male","Bachelor","North"
40061,18,"Female","Bachelor","East"
40062,26,"Female","College","East"
40063,34,"Female","Bachelor","South"
40064,29,"Male","College","West"
40065,34,"Male","Bachelor","North"
40066,32,"Female","Bachelor","West"
40067,35,"Male","College","South"
40068,38,"Male","HighSchool","West"
40069,26,"Male","Bachelor","East"
40070,25,"Male","Bachelor","West"
40071,30,"Male","HighSchool","South"
40072,30,"Female","HighSchool","South"
40073,30,"Female","HighSchool","West"
40074,22,"Male","Bachelor","East"
40075,35,"Female","Bachelor","West"
40076,32,"Male","HighSchool","North"
40077,24,"Female","Bachelor","East"
40078,31,"Female","HighSchool","South"
40079,33,"Male","College","West"
40080,25,"Male","HighSchool","East"
40081,29,"Male","College","North"
40082,30,"Male","College","East"
40083,35,"Female","Bachelor","East"
40084,27,"Female","Masters","West"
40085,34,"Male","HighSchool","North"
40086,35,"Male","College","East"
40087,34,"Female","Bachelor","South"
40088,34,"Female","Bachelor","East"
40089,27,"Male","HighSchool","East"
40090,23,"Male","HighSchool","South"
40091,24,"Male","College","East"
40092,33,"Female","College","South"
40093,29,"Male","HighSchool","South"
40094,28,"Female","HighSchool","South"
40095,23,"Male","College","East"
40096,28,"Male","Bachelor","East"
40097,30,"Male","Bachelor","East"
40098,30,"Male","Bachelor","North"
40099,34,"Male","College","East"
40100,36,"Male","Bachelor","West"
40101,32,"Male","Masters","North"
40102,37,"Male","Bachelor","East"
40103,25,"Male","HighSchool","East"
40104,33,"Female","Bachelor","West"
40105,32,"Female","Bachelor","West"
40106,26,"Male","College","East"
40107,23,"Female","HighSchool","West"
40108,35,"Male","College","East"
40109,26,"Male","HighSchool","North"
40110,23,"Female","Bachelor","West"
40111,40,"Female","College","West"
40112,33,"Male","College","East"
40113,19,"Female","Masters","North"
40114,28,"Male","Bachelor","West"
40115,29,"Male","Bachelor","South"
40116,30,"Male","Bachelor","East"
40117,31,"Female","College","East"
40118,33,"Female","College","West"
40119,30,"Female","Bachelor","South"
40120,27,"Female","Masters","West"
40121,31,"Male","Bachelor","North"
40122,33,"Male","Bachelor","East"
40123,36,"Male","Bachelor","West"
40124,31,"Male","Bachelor","South"
40125,29,"Female","College","East"
40126,29,"Female","HighSchool","South"
40127,32,"Female","HighSchool","East"
40128,28,"Male","HighSchool","West"
40129,20,"Female","Bachelor","West"
40130,33,"Male","Bachelor","East"
40131,24,"Female","HighSchool","North"
40132,35,"Male","Bachelor","West"
40133,33,"Male","HighSchool","East"
40134,29,"Male","Bachelor","West"
40135,35,"Male","College","North"
40136,25,"Male","College","West"
40137,32,"Male","HighSchool","South"
40138,33,"Male","Bachelor","North"
40139,36,"Female","HighSchool","West"
40140,25,"Female","Bachelor","South"
40141,27,"Female","College","South"
40142,31,"Female","College","West"
40143,36,"Female","HighSchool","East"
40144,22,"Male","College","East"
40145,30,"Female","College","East"
40146,33,"Male","College","North"
40147,35,"Female","HighSchool","West"
40148,32,"Female","Masters","West"
40149,28,"Female","College","East"
40150,31,"Female","College","South"
40151,30,"Male","Bachelor","North"
40152,39,"Male","College","South"
40153,33,"Male","College","North"
40154,28,"Male","College","North"
40155,29,"Male","Bachelor","West"
40156,34,"Male","Masters","East"
40157,34,"Female","College","West"
40158,29,"Male","Bachelor","West"
40159,20,"Male","Bachelor","North"
40160,31,"Female","Masters","South"
40161,33,"Male","HighSchool","North"
40162,34,"Male","College","East"
40163,27,"Male","College","East"
40164,32,"Female","College","West"
40165,31,"Male","Bachelor","South"
40166,34,"Female","Bachelor","North"
40167,32,"Male","HighSchool","East"
40168,27,"Female","College","West"
40169,30,"Female","Bachelor","East"
40170,23,"Male","Bachelor","West"
40171,30,"Female","College","West"
40172,33,"Male","Bachelor","East"
40173,29,"Male","College","West"
40174,25,"Female","College","East"
40175,26,"Male","Masters","West"
40176,31,"Female","College","North"
40177,29,"Female","College","South"
40178,34,"Male","HighSchool","East"
40179,28,"Female","College","South"
40180,28,"Female","HighSchool","West"
40181,26,"Male","College","East"
40182,26,"Male","HighSchool","East"
40183,21,"Female","Masters","South"
40184,30,"Female","HighSchool","West"
40185,31,"Male","Masters","West"
40186,28,"Male","College","West"
40187,33,"Female","College","West"
40188,29,"Female","College","South"
40189,35,"Female","College","South"
40190,29,"Female","College","South"
40191,28,"Male","HighSchool","West"
40192,32,"Male","College","East"
40193,32,"Female","Bachelor","North"
40194,34,"Female","HighSchool","North"
40195,36,"Female","College","West"
40196,25,"Male","College","West"
40197,28,"Male","College","East"
40198,30,"Female","Bachelor","East"
40199,27,"Male","Bachelor","West"
40200,40,"Male","Bachelor","East"
40201,35,"Male","Bachelor","West"
40202,27,"Female","Bachelor","North"
40203,27,"Female","HighSchool","West"
40204,23,"Female","HighSchool","West"
40205,32,"Male","College","North"
40206,32,"Female","HighSchool","East"
40207,26,"Female","Masters","South"
40208,23,"Male","Bachelor","West"
40209,30,"Female","College","East"
40210,14,"Male","College","West"
40211,32,"Male","College","South"
40212,31,"Male","HighSchool","South"
40213,26,"Male","Masters","West"
40214,29,"Female","College","West"
40215,36,"Male","College","South"
40216,31,"Female","Bachelor","South"
40217,37,"Male","Bachelor","South"
40218,26,"Female","Bachelor","West"
40219,27,"Female","Bachelor","West"
40220,30,"Male","College","West"
40221,36,"Male","Bachelor","North"
40222,33,"Male","College","West"
40223,31,"Female","Masters","North"
40224,28,"Female","College","West"
40225,31,"Female","Masters","West"
40226,30,"Female","HighSchool","West"
40227,24,"Female","College","East"
40228,37,"Male","Bachelor","West"
40229,29,"Male","College","West"
40230,33,"Male","College","West"
40231,37,"Male","HighSchool","North"
40232,30,"Female","Bachelor","East"
40233,27,"Male","College","West"
40234,28,"Female","College","East"
40235,29,"Female","College","West"
40236,33,"Female","HighSchool","East"
40237,34,"Female","College","South"
40238,29,"Male","Bachelor","West"
40239,28,"Male","Masters","West"
40240,28,"Male","Bachelor","East"
40241,24,"Female","HighSchool","West"
40242,23,"Male","College","East"
40243,33,"Male","College","West"
40244,30,"Male","HighSchool","South"
40245,37,"Female","Bachelor","South"
40246,22,"Male","Bachelor","East"
40247,32,"Male","College","West"
40248,37,"Male","HighSchool","North"
40249,25,"Male","Bachelor","North"
40250,32,"Female","Bachelor","West"
40251,30,"Male","HighSchool","North"
40252,33,"Male","Bachelor","West"
40253,21,"Female","Bachelor","South"
40254,37,"Female","Masters","South"
40255,29,"Female","Bachelor","North"
40256,31,"Male","College","North"
40257,38,"Male","College","North"
40258,33,"Male","Masters","East"
40259,24,"Male","College","South"
40260,28,"Male","College","South"
40261,30,"Male","Bachelor","South"
40262,24,"Male","Bachelor","West"
40263,35,"Male","HighSchool","South"
40264,23,"Male","College","East"
40265,24,"Male","Bachelor","South"
40266,30,"Male","HighSchool","East"
40267,25,"Female","Masters","West"
40268,28,"Female","College","West"
40269,36,"Female","Bachelor","North"
40270,36,"Female","HighSchool","North"
40271,32,"Female","College","West"
40272,25,"Female","College","East"
40273,37,"Female","College","East"
40274,29,"Male","College","South"
40275,24,"Female","Bachelor","West"
40276,29,"Female","College","North"
40277,31,"Female","Bachelor","South"
40278,33,"Female","College","West"
40279,32,"Female","Bachelor","South"
40280,23,"Male","HighSchool","North"
40281,22,"Male","College","West"
40282,30,"Female","HighSchool","East"
40283,25,"Male","Bachelor","East"
40284,35,"Male","HighSchool","East"
40285,36,"Female","College","South"
40286,29,"Male","HighSchool","East"
40287,28,"Female","HighSchool","North"
40288,33,"Male","College","East"
40289,31,"Male","Bachelor","North"
40290,23,"Female","College","North"
40291,28,"Male","College","North"
40292,39,"Male","HighSchool","East"
40293,25,"Male","College","East"
40294,27,"Female","HighSchool","East"
40295,28,"Male","Bachelor","East"
40296,36,"Female","College","West"
40297,32,"Female","College","East"
40298,26,"Female","Bachelor","West"
40299,34,"Female","Bachelor","South"
40300,36,"Female","College","West"
40301,27,"Male","Bachelor","South"
40302,32,"Male","College","North"
40303,28,"Female","College","East"
40304,35,"Female","College","East"
40305,30,"Male","HighSchool","South"
40306,29,"Male","College","West"
40307,30,"Male","Bachelor","West"
40308,33,"Female","HighSchool","East"
40309,26,"Female","Bachelor","West"
40310,31,"Male","Masters","West"
40311,31,"Male","Bachelor","North"
40312,33,"Female","College","East"
40313,39,"Female","Bachelor","East"
40314,26,"Female","College","West"
40315,32,"Male","HighSchool","West"
40316,39,"Female","Bachelor","West"
40317,31,"Female","HighSchool","East"
40318,33,"Male","College","West"
40319,31,"Male","College","East"
40320,33,"Male","College","South"
40321,38,"Male","Bachelor","West"
40322,25,"Male","Bachelor","East"
40323,33,"Male","HighSchool","West"
40324,32,"Male","College","South"
40325,37,"Female","Bachelor","West"
40326,33,"Female","HighSchool","North"
40327,29,"Male","College","South"
40328,32,"Female","HighSchool","East"
40329,18,"Male","Bachelor","South"
40330,32,"Male","Bachelor","West"
40331,35,"Male","Bachelor","South"
40332,33,"Female","College","West"
40333,29,"Male","Bachelor","West"
40334,32,"Female","HighSchool","North"
40335,33,"Female","College","West"
40336,20,"Female","Bachelor","East"
40337,31,"Male","College","East"
40338,28,"Male","College","West"
40339,32,"Male","Bachelor","East"
40340,32,"Female","Masters","North"
40341,28,"Male","Bachelor","West"
40342,35,"Female","College","West"
40343,26,"Male","Bachelor","West"
40344,24,"Male","College","North"
40345,31,"Male","HighSchool","West"
40346,34,"Male","College","North"
40347,20,"Female","Masters","South"
40348,27,"Female","College","South"
40349,19,"Male","Bachelor","East"
40350,32,"Male","HighSchool","North"
40351,26,"Female","Masters","South"
40352,27,"Female","College","East"
40353,35,"Male","College","East"
40354,30,"Female","Bachelor","East"
40355,27,"Male","Bachelor","West"
40356,28,"Male","College","North"
40357,25,"Female","HighSchool","West"
40358,25,"Female","HighSchool","South"
40359,30,"Female","Bachelor","East"
40360,27,"Male","College","North"
40361,35,"Male","Masters","East"
40362,24,"Female","College","West"
40363,37,"Male","Masters","East"
40364,36,"Male","HighSchool","East"
40365,34,"Female","Bachelor","East"
40366,27,"Male","HighSchool","East"
40367,35,"Male","HighSchool","West"
40368,30,"Female","College","West"
40369,36,"Male","College","South"
40370,29,"Male","Masters","North"
40371,34,"Male","Masters","East"
40372,33,"Male","Bachelor","West"
40373,30,"Female","College","North"
40374,27,"Male","College","East"
40375,37,"Male","College","South"
40376,39,"Female","Masters","East"
40377,31,"Female","College","West"
40378,30,"Male","Bachelor","South"
40379,28,"Male","Bachelor","South"
40380,34,"Female","Bachelor","East"
40381,38,"Female","Bachelor","South"
40382,34,"Female","College","North"
40383,28,"Female","Masters","West"
40384,33,"Male","College","West"
40385,30,"Male","College","West"
40386,29,"Female","Bachelor","North"
40387,33,"Female","Bachelor","East"
40388,22,"Male","College","North"
40389,32,"Female","College","East"
40390,31,"Male","College","East"
40391,39,"Male","Bachelor","West"
